,Text,Cluster,top_words,representative_term,top_words_BERT
809,claimed chhattisgarh takes name 36 ancient forts area ( chhattis-thirty-six '' garh-fort ) .,20,"chhattisgarh, meghalaya, state, india, one",chhatt,"chhattisgarh population, population chhattisgarh, chhattisgarh constitutes, chhattisgarh state, chhattisgarh total, chhattisgarh states, state chhattisgarh, chhattisgarh primarily, chhattisgarh detailed, chhattisgarh takes"
810,"another view , popular experts historians , chhattisgarh corrupted form chedisgarh means raj `` empire chedis '' .",20,"chhattisgarh, meghalaya, state, india, one",chhatt,"chhattisgarh population, population chhattisgarh, chhattisgarh constitutes, chhattisgarh state, chhattisgarh total, chhattisgarh states, state chhattisgarh, chhattisgarh primarily, chhattisgarh detailed, chhattisgarh takes"
811,lata mangeshkar sang song chhattisgarhi film bhakla dhriti pati sarkar .,132,"dance, also, chhattisgarh, song, folk",dance,"dance chhattisgarh, song chhattisgarhi, chhattisgarh panthi, chhattisgarh karma, chhattisgarhi, chhattisgarhi film, chhattisgarh, chhattisgarh known, styles chhattisgarh, gurudwara kupundole"
812,mohmd rafi sang song chhattisgarhi film .,132,"dance, also, chhattisgarh, song, folk",dance,"dance chhattisgarh, song chhattisgarhi, chhattisgarh panthi, chhattisgarh karma, chhattisgarhi, chhattisgarhi film, chhattisgarh, chhattisgarh known, styles chhattisgarh, gurudwara kupundole"
813,chhollywood chhattisgarh 's film industries .,20,"chhattisgarh, meghalaya, state, india, one",chhatt,"chhattisgarh population, population chhattisgarh, chhattisgarh constitutes, chhattisgarh state, chhattisgarh total, chhattisgarh states, state chhattisgarh, chhattisgarh primarily, chhattisgarh detailed, chhattisgarh takes"
814,state chhattisgarh known rice bowl india rich tradition food culture .,20,"chhattisgarh, meghalaya, state, india, one",chhatt,"chhattisgarh population, population chhattisgarh, chhattisgarh constitutes, chhattisgarh state, chhattisgarh total, chhattisgarh states, state chhattisgarh, chhattisgarh primarily, chhattisgarh detailed, chhattisgarh takes"
815,chhattisgarh coverage mostly 2-lane 1-lane roads provides connectivity major cities . 11 national highways passing state together 3078.40 km length .,20,"chhattisgarh, meghalaya, state, india, one",chhatt,"chhattisgarh population, population chhattisgarh, chhattisgarh constitutes, chhattisgarh state, chhattisgarh total, chhattisgarh states, state chhattisgarh, chhattisgarh primarily, chhattisgarh detailed, chhattisgarh takes"
816,"chhattisgarh one lowest densities national highway central south india ( 12.1 km/100,000 population ) similar north eastern state assam .",20,"chhattisgarh, meghalaya, state, india, one",chhatt,"chhattisgarh population, population chhattisgarh, chhattisgarh constitutes, chhattisgarh state, chhattisgarh total, chhattisgarh states, state chhattisgarh, chhattisgarh primarily, chhattisgarh detailed, chhattisgarh takes"
817,"almost entire railway network spread state comes geographical jurisdiction south east central railway zone indian railways centred around bilaspur , zonal headquarters zone .",91,"railway, line, trains, mr, train","mr,","railway ahmedabad, railway railway, railways centred, manchester railway, indian railways, railway trains, railway network, railway formed, railways, railway planning"
818,state highest freight loading country one-sixth indian railway 's revenue comes chhattisgarh .,20,"chhattisgarh, meghalaya, state, india, one",chhatt,"chhattisgarh population, population chhattisgarh, chhattisgarh constitutes, chhattisgarh state, chhattisgarh total, chhattisgarh states, state chhattisgarh, chhattisgarh primarily, chhattisgarh detailed, chhattisgarh takes"
819,"presently , chhattisgarh 1,187 km long railway line network , less half national average rail density .",114,"agriculture, also, rural, state, land",rural,"chhattisgarh government, chhattisgarh, presently chhattisgarh, chhattisgarh 187, railways expansion, railways, ministry railways, density chhattisgarh, expansion railway, industrialized country"
820,"construction new 546 km long rail network includirajhara-rowghat rail project , 311 km long east east-west rail corridors 140 km long rowghat-jagdalpur rail project underway state .",91,"railway, line, trains, mr, train","mr,","railway ahmedabad, railway railway, railways centred, manchester railway, indian railways, railway trains, railway network, railway formed, railways, railway planning"
821,chhattisgarh government decided form joint venture company ministry railways expansion railway tracks state .,114,"agriculture, also, rural, state, land",rural,"chhattisgarh government, chhattisgarh, presently chhattisgarh, chhattisgarh 187, railways expansion, railways, ministry railways, density chhattisgarh, expansion railway, industrialized country"
822,"major railway heads raipur , bilaspur , durg , champa , raigarh , rajnandgaon .",91,"railway, line, trains, mr, train","mr,","railway ahmedabad, railway railway, railways centred, manchester railway, indian railways, railway trains, railway network, railway formed, railways, railway planning"
823,air infrastructure chhattisgarh small compared states .,20,"chhattisgarh, meghalaya, state, india, one",chhatt,"chhattisgarh population, population chhattisgarh, chhattisgarh constitutes, chhattisgarh state, chhattisgarh total, chhattisgarh states, state chhattisgarh, chhattisgarh primarily, chhattisgarh detailed, chhattisgarh takes"
824,"major areas north south state , industrial cities bilaspur , korba , raigarh served airline .",91,"railway, line, trains, mr, train","mr,","railway ahmedabad, railway railway, railways centred, manchester railway, indian railways, railway trains, railway network, railway formed, railways, railway planning"
825,"ancient times , region known dakshina kosala .",96,"district, meghalaya, state, khasi, chhattisgarh",district,"chhattisgarh rajya, chhattisgarh ancient, chhattisgarh government, chhattisgarh tonhi, origin chhattisgarh, chhattisgarh, chhattisgarhi, practices chhattisgarh, enacted chhattisgarh, chhattisgarhi languages"
826,chhattisgarh maratha rule ( bhonsales nagpur ) 1741 1845 ad .,46,"bareilly, city, ahmedabad, british, rohilkhand",bareilly,"ahmedabad ruled, chhattisgarh maratha, captured ahmedabad, 1921 gujarat, gandhiji historic, rohilkhand 1707, khilji gujarat, mughal emperor, nawabs marathas, governor ahmedabad"
827,"area constituting new state merged 1 november 1956 , states reorganisation act , 1956 remained part state 44 years .",94,"city, century, first, began, construction",construction of the city,"roads began, began 1824, modern roads, started 1870, began built, 1824 construction, town established, construction began, city 1832, 1872 construction"
828,present state chhattisgarh carved madhya pradesh 1 november 2000 .,20,"chhattisgarh, meghalaya, state, india, one",chhatt,"chhattisgarh population, population chhattisgarh, chhattisgarh constitutes, chhattisgarh state, chhattisgarh total, chhattisgarh states, state chhattisgarh, chhattisgarh primarily, chhattisgarh detailed, chhattisgarh takes"
829,"1990s saw activity demand new state , formation statewide political forum , especially chhattisgarh rajya nirman manch .",96,"district, meghalaya, state, khasi, chhattisgarh",district,"chhattisgarh rajya, chhattisgarh ancient, chhattisgarh government, chhattisgarh tonhi, origin chhattisgarh, chhattisgarh, chhattisgarhi, practices chhattisgarh, enacted chhattisgarh, chhattisgarhi languages"
830,"new national democratic alliance ( nda ) government sent redrafted separate chhattisgarh bill approval madhya pradesh assembly , unanimously approved tabled lok sabha .",96,"district, meghalaya, state, khasi, chhattisgarh",district,"chhattisgarh rajya, chhattisgarh ancient, chhattisgarh government, chhattisgarh tonhi, origin chhattisgarh, chhattisgarh, chhattisgarhi, practices chhattisgarh, enacted chhattisgarh, chhattisgarhi languages"
831,"state hosts many religious sects satnami panth , kabirpanth , ramnami samaj others .",132,"dance, also, chhattisgarh, song, folk",dance,"dance chhattisgarh, song chhattisgarhi, chhattisgarh panthi, chhattisgarh karma, chhattisgarhi, chhattisgarhi film, chhattisgarh, chhattisgarh known, styles chhattisgarh, gurudwara kupundole"
832,chhattisgarh significant role life lord rama .,96,"district, meghalaya, state, khasi, chhattisgarh",district,"chhattisgarh rajya, chhattisgarh ancient, chhattisgarh government, chhattisgarh tonhi, origin chhattisgarh, chhattisgarh, chhattisgarhi, practices chhattisgarh, enacted chhattisgarh, chhattisgarhi languages"
833,odia culture prominent eastern parts chhattisgarh bordering odisha .,20,"chhattisgarh, meghalaya, state, india, one",chhatt,"chhattisgarh population, population chhattisgarh, chhattisgarh constitutes, chhattisgarh state, chhattisgarh total, chhattisgarh states, state chhattisgarh, chhattisgarh primarily, chhattisgarh detailed, chhattisgarh takes"
834,"chhattisgarh storehouse literature , performing arts crafts - derives substance sustenance day-to-day life experiences people .",20,"chhattisgarh, meghalaya, state, india, one",chhatt,"chhattisgarh population, population chhattisgarh, chhattisgarh constitutes, chhattisgarh state, chhattisgarh total, chhattisgarh states, state chhattisgarh, chhattisgarh primarily, chhattisgarh detailed, chhattisgarh takes"
835,chhattisgarh known `` kosa silk '' `` lost wax art '' .,20,"chhattisgarh, meghalaya, state, india, one",chhatt,"chhattisgarh population, population chhattisgarh, chhattisgarh constitutes, chhattisgarh state, chhattisgarh total, chhattisgarh states, state chhattisgarh, chhattisgarh primarily, chhattisgarh detailed, chhattisgarh takes"
836,"panthi , rawat nacha , pandwani , chaitra , kaksar , saila , khamb-swang , bhatra naat , rahas , raai , maao-pata soowa several indigenous dance styles chhattisgarh .",132,"dance, also, chhattisgarh, song, folk",dance,"dance chhattisgarh, song chhattisgarhi, chhattisgarh panthi, chhattisgarh karma, chhattisgarhi, chhattisgarhi film, chhattisgarh, chhattisgarh known, styles chhattisgarh, gurudwara kupundole"
837,"panthi , folk dance satnami community , religious overtones .",132,"dance, also, chhattisgarh, song, folk",dance,"dance chhattisgarh, song chhattisgarhi, chhattisgarh panthi, chhattisgarh karma, chhattisgarhi, chhattisgarhi film, chhattisgarh, chhattisgarh known, styles chhattisgarh, gurudwara kupundole"
838,anniversary birth guru ghasidas .,132,"dance, also, chhattisgarh, song, folk",dance,"dance chhattisgarh, song chhattisgarhi, chhattisgarh panthi, chhattisgarh karma, chhattisgarhi, chhattisgarhi film, chhattisgarh, chhattisgarh known, styles chhattisgarh, gurudwara kupundole"
839,pandavani folk ballad form performed predominantly chhattisgarh .,132,"dance, also, chhattisgarh, song, folk",dance,"dance chhattisgarh, song chhattisgarhi, chhattisgarh panthi, chhattisgarh karma, chhattisgarhi, chhattisgarhi film, chhattisgarh, chhattisgarh known, styles chhattisgarh, gurudwara kupundole"
840,"bilaspur , raut nach mahotsav folk dance festival organized annually since 1978 .",132,"dance, also, chhattisgarh, song, folk",dance,"dance chhattisgarh, song chhattisgarhi, chhattisgarh panthi, chhattisgarh karma, chhattisgarhi, chhattisgarhi film, chhattisgarh, chhattisgarh known, styles chhattisgarh, gurudwara kupundole"
841,soowa suwa tribal dance chhattisgarh also known parrot dance .,132,"dance, also, chhattisgarh, song, folk",dance,"dance chhattisgarh, song chhattisgarhi, chhattisgarh panthi, chhattisgarh karma, chhattisgarhi, chhattisgarhi film, chhattisgarh, chhattisgarh known, styles chhattisgarh, gurudwara kupundole"
842,"tribal groups like gonds , baigas oraons chhattisgarh karma dance part culture .",132,"dance, also, chhattisgarh, song, folk",dance,"dance chhattisgarh, song chhattisgarhi, chhattisgarh panthi, chhattisgarh karma, chhattisgarhi, chhattisgarhi film, chhattisgarh, chhattisgarh known, styles chhattisgarh, gurudwara kupundole"
